Reaction	ReactionID	Compartment	Metabolite	MetName	StoiCoef
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane	r_2378	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:1), ER membrane	r_2378	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	s_2970	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	s_2819	palmitoleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	s_3022	triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:1), ER membrane	r_2379	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	s_2971	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	s_2819	palmitoleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	s_3023	triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane	r_2380	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	s_2972	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	s_2819	palmitoleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	s_3024	triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-16:1), ER membrane	r_2381	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	s_2973	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	s_2819	palmitoleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	s_3025	triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-16:1), ER membrane	r_2382	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	s_2974	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	s_2819	palmitoleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	s_3026	triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-16:1), ER membrane	r_2383	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	s_2967	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	s_3027	triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:0), ER membrane	r_2384	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	s_2968	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	s_3028	triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:0), ER membrane	r_2385	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	s_2969	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	s_3029	triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:0), ER membrane	r_2386	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	s_2970	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	s_3030	triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:0), ER membrane	r_2387	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	s_2971	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	s_3031	triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:0), ER membrane	r_2388	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	s_2972	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	s_3032	triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:0), ER membrane	r_2389	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	s_2973	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	s_3033	triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:0), ER membrane	r_2390	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	s_2974	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	s_2791	stearoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	s_3034	triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:0), ER membrane	r_2391	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	s_2967	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	s_3035	triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-18:1), ER membrane	r_2392	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	s_2968	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	s_3036	triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-18:1), ER membrane	r_2393	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	s_2969	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	s_3037	triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-18:1), ER membrane	r_2394	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	s_2970	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	s_3038	triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-18:1), ER membrane	r_2395	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	s_2971	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	s_3039	triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), ER membrane	r_2396	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	s_2972	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	s_3040	triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), ER membrane	r_2397	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	s_2973	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	s_3041	triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-16:1, 3-18:1), ER membrane	r_2398	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	s_2974	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	s_2821	oleoyl-CoA [endoplasmic reticulum membrane]	-1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	s_2785	coenzyme A [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	s_3042	triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane]	1.0
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	e_1009	ARE2 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	e_1010	ARE1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-18:1, 2-18:1, 3-18:1), ER membrane	r_2399	c_05	e_1011	DGA1 [endoplasmic reticulum membrane]
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle	r_2400	c_09	s_3043	diglyceride (1-16:0, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle	r_2400	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle	r_2400	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle	r_2400	c_09	s_3044	triglyceride (1-16:0, 2-16:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-16:1, 3-16:0), lipid particle	r_2400	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle	r_2401	c_09	s_3045	diglyceride (1-16:0, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle	r_2401	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle	r_2401	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle	r_2401	c_09	s_3046	triglyceride (1-16:0, 2-18:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:0, 2-18:1, 3-16:0), lipid particle	r_2401	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle	r_2402	c_09	s_3047	diglyceride (1-16:1, 2-16:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle	r_2402	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle	r_2402	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle	r_2402	c_09	s_3048	triglyceride (1-16:1, 2-16:1, 3-16:0) [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-16:1, 3-16:0), lipid particle	r_2402	c_09	e_0883	DGA1 [lipid particle]
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle	r_2403	c_09	s_3049	diglyceride (1-16:1, 2-18:1) [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle	r_2403	c_09	s_2847	palmitoyl-CoA [lipid particle]	-1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle	r_2403	c_09	s_0531	coenzyme A [lipid particle]	1.0
diacylglycerol acyltransferase (1-16:1, 2-18:1, 3-16:0), lipid particle	r_2403	c_09	s_3050	triglyceride (1-16:1, 2-18:1, 3-16:0) [lipid particle]	1.0
