SpeciesID	SpeciesName	Annotation
s_1769	L-valine [boundary]	http://identifiers.org/kegg.compound/C00183
s_1770	lanosterol [boundary]	http://identifiers.org/chebi/CHEBI:16521
s_1770	lanosterol [boundary]	http://identifiers.org/kegg.compound/C01724
s_1771	laurate [boundary]	http://identifiers.org/chebi/CHEBI:18262
s_1771	laurate [boundary]	http://identifiers.org/kegg.compound/C02679
s_1774	maltose [boundary]	http://identifiers.org/chebi/CHEBI:17306
s_1774	maltose [boundary]	http://identifiers.org/kegg.compound/C00208
s_1776	myo-inositol [boundary]	http://identifiers.org/chebi/CHEBI:17268
s_1776	myo-inositol [boundary]	http://identifiers.org/kegg.compound/C00137
s_1779	N,N'-diformyldityrosine [boundary]	http://identifiers.org/chebi/CHEBI:50611
s_1781	nicotinate [boundary]	http://identifiers.org/chebi/CHEBI:32544
s_1781	nicotinate [boundary]	http://identifiers.org/kegg.compound/C00253
s_1782	NMN [boundary]	http://identifiers.org/chebi/CHEBI:14649
s_1782	NMN [boundary]	http://identifiers.org/kegg.compound/C00455
s_1783	octanoate [boundary]	http://identifiers.org/chebi/CHEBI:25646
s_1783	octanoate [boundary]	http://identifiers.org/kegg.compound/C06423
s_1785	ornithine [boundary]	http://identifiers.org/chebi/CHEBI:46912
s_1785	ornithine [boundary]	http://identifiers.org/kegg.compound/C01602
s_1786	oxaloacetate [boundary]	http://identifiers.org/chebi/CHEBI:16452
s_1786	oxaloacetate [boundary]	http://identifiers.org/kegg.compound/C00036
s_1787	oxygen [boundary]	http://identifiers.org/chebi/CHEBI:15379
s_1787	oxygen [boundary]	http://identifiers.org/kegg.compound/C00007
s_1788	palmitate [boundary]	http://identifiers.org/chebi/CHEBI:7896
s_1788	palmitate [boundary]	http://identifiers.org/kegg.compound/C00249
s_1789	palmitoleate [boundary]	http://identifiers.org/chebi/CHEBI:32372
s_1789	palmitoleate [boundary]	http://identifiers.org/kegg.compound/C08362
s_1790	pectin [boundary]	http://identifiers.org/chebi/CHEBI:17309
s_1790	pectin [boundary]	http://identifiers.org/kegg.compound/C00714
s_1791	phenethyl acetate [boundary]	http://identifiers.org/chebi/CHEBI:31988
s_1791	phenethyl acetate [boundary]	http://identifiers.org/kegg.compound/C12303
s_1792	phenylacetaldehyde [boundary]	http://identifiers.org/chebi/CHEBI:16424
s_1792	phenylacetaldehyde [boundary]	http://identifiers.org/kegg.compound/C00601
s_1793	phosphate [boundary]	http://identifiers.org/chebi/CHEBI:43474
s_1793	phosphate [boundary]	http://identifiers.org/kegg.compound/C00009
s_1797	putrescine [boundary]	http://identifiers.org/chebi/CHEBI:326268
s_1797	putrescine [boundary]	http://identifiers.org/kegg.compound/C00134
s_1798	pyridoxine [boundary]	http://identifiers.org/chebi/CHEBI:16709
s_1798	pyridoxine [boundary]	http://identifiers.org/kegg.compound/C00314
s_1799	pyruvate [boundary]	http://identifiers.org/chebi/CHEBI:15361
s_1799	pyruvate [boundary]	http://identifiers.org/kegg.compound/C00022
s_1800	riboflavin [boundary]	http://identifiers.org/chebi/CHEBI:57986
s_1800	riboflavin [boundary]	http://identifiers.org/kegg.compound/C00255
s_1801	S-adenosyl-L-methionine [boundary]	http://identifiers.org/chebi/CHEBI:15414
s_1801	S-adenosyl-L-methionine [boundary]	http://identifiers.org/kegg.compound/C00019
s_1802	S-methyl-L-methionine [boundary]	http://identifiers.org/chebi/CHEBI:17728
s_1802	S-methyl-L-methionine [boundary]	http://identifiers.org/kegg.compound/C03172
s_1803	sn-glycero-3-phosphocholine [boundary]	http://identifiers.org/chebi/CHEBI:16870
s_1803	sn-glycero-3-phosphocholine [boundary]	http://identifiers.org/kegg.compound/C00670
s_1804	sodium [boundary]	http://identifiers.org/chebi/CHEBI:26708
s_1804	sodium [boundary]	http://identifiers.org/kegg.compound/C01330
s_1805	spermidine [boundary]	http://identifiers.org/chebi/CHEBI:57834
s_1805	spermidine [boundary]	http://identifiers.org/kegg.compound/C00315
s_1806	spermine [boundary]	http://identifiers.org/chebi/CHEBI:45725
s_1806	spermine [boundary]	http://identifiers.org/kegg.compound/C00750
s_1807	stearate [boundary]	http://identifiers.org/chebi/CHEBI:25629
s_1807	stearate [boundary]	http://identifiers.org/kegg.compound/C01530
s_1808	succinate [boundary]	http://identifiers.org/chebi/CHEBI:30031
s_1808	succinate [boundary]	http://identifiers.org/kegg.compound/C00042
s_1809	sucrose [boundary]	http://identifiers.org/chebi/CHEBI:17992
s_1809	sucrose [boundary]	http://identifiers.org/kegg.compound/C00089
s_1810	sulphate [boundary]	http://identifiers.org/chebi/CHEBI:16189
s_1810	sulphate [boundary]	http://identifiers.org/kegg.compound/C00059
s_1811	sulphite [boundary]	http://identifiers.org/chebi/CHEBI:17137
s_1811	sulphite [boundary]	http://identifiers.org/kegg.compound/C11481
s_1812	taurine [boundary]	http://identifiers.org/chebi/CHEBI:15891
s_1812	taurine [boundary]	http://identifiers.org/kegg.compound/C00245
s_1813	TDP [boundary]	http://identifiers.org/chebi/CHEBI:45931
s_1813	TDP [boundary]	http://identifiers.org/kegg.compound/C00068
s_1814	thiamine [boundary]	http://identifiers.org/chebi/CHEBI:18385
s_1814	thiamine [boundary]	http://identifiers.org/kegg.compound/C00378
s_1815	thymidine [boundary]	http://identifiers.org/chebi/CHEBI:17748
s_1815	thymidine [boundary]	http://identifiers.org/kegg.compound/C00214
s_1817	TMP [boundary]	http://identifiers.org/chebi/CHEBI:9533
s_1817	TMP [boundary]	http://identifiers.org/kegg.compound/C01081
s_1818	trehalose [boundary]	http://identifiers.org/chebi/CHEBI:16551
s_1818	trehalose [boundary]	http://identifiers.org/kegg.compound/C01083
s_1819	tryptophol [boundary]	http://identifiers.org/chebi/CHEBI:17890
s_1819	tryptophol [boundary]	http://identifiers.org/kegg.compound/C00955
s_1820	uracil [boundary]	http://identifiers.org/chebi/CHEBI:17568
s_1820	uracil [boundary]	http://identifiers.org/kegg.compound/C00106
s_1821	urea [boundary]	http://identifiers.org/chebi/CHEBI:16199
s_1821	urea [boundary]	http://identifiers.org/kegg.compound/C00086
s_1822	uridine [boundary]	http://identifiers.org/chebi/CHEBI:16704
s_1822	uridine [boundary]	http://identifiers.org/kegg.compound/C00299
s_1823	xanthosine [boundary]	http://identifiers.org/chebi/CHEBI:18107
s_1823	xanthosine [boundary]	http://identifiers.org/kegg.compound/C01762
s_1824	xylitol [boundary]	http://identifiers.org/chebi/CHEBI:17151
s_1824	xylitol [boundary]	http://identifiers.org/kegg.compound/C00379
s_1825	zymosterol [boundary]	http://identifiers.org/chebi/CHEBI:18252
s_1825	zymosterol [boundary]	http://identifiers.org/kegg.compound/C05437
s_1845	ACP1 [mitochondrion]	http://identifiers.org/chebi/CHEBI:13534
s_1845	ACP1 [mitochondrion]	http://identifiers.org/kegg.compound/C00229
s_1845	ACP1 [mitochondrion]	http://identifiers.org/uniprot/P32463
s_1845	ACP1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YKL192C
s_1845	ACP1 [mitochondrion]	http://identifiers.org/sgd/S000001675
e_0001	COX1 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0045
e_0001	COX1 [mitochondrial membrane]	http://identifiers.org/sgd/S000007260
e_0001	COX1 [mitochondrial membrane]	http://identifiers.org/uniprot/P00401
e_0002	ATP8 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0080
e_0002	ATP8 [mitochondrial membrane]	http://identifiers.org/sgd/S000007267
e_0002	ATP8 [mitochondrial membrane]	http://identifiers.org/uniprot/P00856
e_0003	ATP6 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0085
e_0003	ATP6 [mitochondrial membrane]	http://identifiers.org/sgd/S000007268
e_0003	ATP6 [mitochondrial membrane]	http://identifiers.org/uniprot/P00854
e_0004	COB [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0105
e_0004	COB [mitochondrial membrane]	http://identifiers.org/sgd/S000007270
e_0004	COB [mitochondrial membrane]	http://identifiers.org/uniprot/P00163
e_0005	OLI1 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0130
e_0005	OLI1 [mitochondrial membrane]	http://identifiers.org/sgd/S000007274
e_0005	OLI1 [mitochondrial membrane]	http://identifiers.org/uniprot/P61829
e_0006	COX2 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0250
e_0006	COX2 [mitochondrial membrane]	http://identifiers.org/sgd/S000007281
e_0006	COX2 [mitochondrial membrane]	http://identifiers.org/uniprot/P00410
e_0007	COX3 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:Q0275
e_0007	COX3 [mitochondrial membrane]	http://identifiers.org/sgd/S000007283
e_0007	COX3 [mitochondrial membrane]	http://identifiers.org/uniprot/P00420
e_0008	CYS3 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAL012W
e_0008	CYS3 [cytoplasm]	http://identifiers.org/sgd/S000000010
e_0008	CYS3 [cytoplasm]	http://identifiers.org/uniprot/P31373
e_0009	FUN26 [cell envelope]	http://identifiers.org/kegg.genes/sce:YAL022C
e_0009	FUN26 [cell envelope]	http://identifiers.org/sgd/S000000020
e_0009	FUN26 [cell envelope]	http://identifiers.org/uniprot/P31381
e_0010	PMT2 [endoplasmic reticulum]	http://identifiers.org/kegg.genes/sce:YAL023C
e_0010	PMT2 [endoplasmic reticulum]	http://identifiers.org/sgd/S000000021
e_0010	PMT2 [endoplasmic reticulum]	http://identifiers.org/uniprot/P31382
e_0011	CDC19 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAL038W
e_0011	CDC19 [cytoplasm]	http://identifiers.org/sgd/S000000036
e_0011	CDC19 [cytoplasm]	http://identifiers.org/uniprot/P00549
e_0012	GCV3 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YAL044C
e_0012	GCV3 [mitochondrion]	http://identifiers.org/sgd/S000000042
e_0012	GCV3 [mitochondrion]	http://identifiers.org/uniprot/P39726
e_0013	ACS1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAL054C
e_0013	ACS1 [cytoplasm]	http://identifiers.org/sgd/S000000050
e_0013	ACS1 [cytoplasm]	http://identifiers.org/uniprot/Q01574
e_0014	ACS1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YAL054C
e_0014	ACS1 [mitochondrion]	http://identifiers.org/sgd/S000000050
e_0014	ACS1 [mitochondrion]	http://identifiers.org/uniprot/Q01574
e_0015	BDH1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAL060W
e_0015	BDH1 [cytoplasm]	http://identifiers.org/sgd/S000000056
e_0015	BDH1 [cytoplasm]	http://identifiers.org/uniprot/P39714
e_0016	GDH3 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAL062W
e_0016	GDH3 [cytoplasm]	http://identifiers.org/sgd/S000000058
e_0016	GDH3 [cytoplasm]	http://identifiers.org/uniprot/P39708
e_0017	ADE1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAR015W
e_0017	ADE1 [cytoplasm]	http://identifiers.org/sgd/S000000070
e_0017	ADE1 [cytoplasm]	http://identifiers.org/uniprot/P27616
e_0018	YAT1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YAR035W
e_0018	YAT1 [cytoplasm]	http://identifiers.org/sgd/S000000080
e_0018	YAT1 [cytoplasm]	http://identifiers.org/uniprot/P80235
e_0019	PHO11 [extracellular]	http://identifiers.org/kegg.genes/sce:YAR071W
e_0019	PHO11 [extracellular]	http://identifiers.org/sgd/S000000094
e_0019	PHO11 [extracellular]	http://identifiers.org/uniprot/P35842
e_0021	FMT1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBL013W
e_0021	FMT1 [mitochondrion]	http://identifiers.org/sgd/S000000109
e_0021	FMT1 [mitochondrion]	http://identifiers.org/uniprot/P32785
e_0023	ACH1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBL015W
e_0023	ACH1 [mitochondrion]	http://identifiers.org/sgd/S000000111
e_0023	ACH1 [mitochondrion]	http://identifiers.org/uniprot/P32316
e_0024	PET9 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBL030C
e_0024	PET9 [mitochondrial membrane]	http://identifiers.org/sgd/S000000126
e_0024	PET9 [mitochondrial membrane]	http://identifiers.org/uniprot/P18239
e_0025	RIB1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBL033C
e_0025	RIB1 [cytoplasm]	http://identifiers.org/sgd/S000000129
e_0025	RIB1 [cytoplasm]	http://identifiers.org/uniprot/P38066
e_0026	URA7 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBL039C
e_0026	URA7 [cytoplasm]	http://identifiers.org/sgd/S000000135
e_0026	URA7 [cytoplasm]	http://identifiers.org/uniprot/P28274
e_0027	FUI1 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBL042C
e_0027	FUI1 [cell envelope]	http://identifiers.org/sgd/S000000138
e_0027	FUI1 [cell envelope]	http://identifiers.org/uniprot/P38196
e_0028	COR1 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBL045C
e_0028	COR1 [mitochondrial membrane]	http://identifiers.org/sgd/S000000141
e_0028	COR1 [mitochondrial membrane]	http://identifiers.org/uniprot/P07256
e_0029	PRX1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBL064C
e_0029	PRX1 [mitochondrion]	http://identifiers.org/sgd/S000000160
e_0029	PRX1 [mitochondrion]	http://identifiers.org/uniprot/P34227
e_0030	PRS4 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBL068W
e_0030	PRS4 [cytoplasm]	http://identifiers.org/sgd/S000000164
e_0030	PRS4 [cytoplasm]	http://identifiers.org/uniprot/P38063
e_0031	ILS1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBL076C
e_0031	ILS1 [cytoplasm]	http://identifiers.org/sgd/S000000172
e_0031	ILS1 [cytoplasm]	http://identifiers.org/uniprot/P09436
e_0032	BNA4 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBL098W
e_0032	BNA4 [cytoplasm]	http://identifiers.org/sgd/S000000194
e_0032	BNA4 [cytoplasm]	http://identifiers.org/uniprot/P38169
e_0033	ATP1 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBL099W
e_0033	ATP1 [mitochondrial membrane]	http://identifiers.org/sgd/S000000195
e_0033	ATP1 [mitochondrial membrane]	http://identifiers.org/uniprot/P07251
e_0034	RER2 [lipid particle]	http://identifiers.org/kegg.genes/sce:YBR002C
e_0034	RER2 [lipid particle]	http://identifiers.org/sgd/S000000206
e_0034	RER2 [lipid particle]	http://identifiers.org/uniprot/P35196
e_0035	COQ1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBR003W
e_0035	COQ1 [mitochondrion]	http://identifiers.org/sgd/S000000207
e_0035	COQ1 [mitochondrion]	http://identifiers.org/uniprot/P18900
e_0036	GPI18 [endoplasmic reticulum]	http://identifiers.org/kegg.genes/sce:YBR004C
e_0036	GPI18 [endoplasmic reticulum]	http://identifiers.org/sgd/S000000208
e_0036	GPI18 [endoplasmic reticulum]	http://identifiers.org/uniprot/P38211
e_0037	UGA2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR006W
e_0037	UGA2 [cytoplasm]	http://identifiers.org/sgd/S000000210
e_0037	UGA2 [cytoplasm]	http://identifiers.org/uniprot/P38067
e_0038	IPP1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR011C
e_0038	IPP1 [cytoplasm]	http://identifiers.org/sgd/S000000215
e_0038	IPP1 [cytoplasm]	http://identifiers.org/uniprot/P00817
e_0039	GAL7 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR018C
e_0039	GAL7 [cytoplasm]	http://identifiers.org/sgd/S000000222
e_0039	GAL7 [cytoplasm]	http://identifiers.org/uniprot/P08431
e_0040	GAL10 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR019C
e_0040	GAL10 [cytoplasm]	http://identifiers.org/sgd/S000000223
e_0040	GAL10 [cytoplasm]	http://identifiers.org/uniprot/P04397
e_0041	GAL1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR020W
e_0041	GAL1 [cytoplasm]	http://identifiers.org/sgd/S000000224
e_0041	GAL1 [cytoplasm]	http://identifiers.org/uniprot/P04385
e_0042	FUR4 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBR021W
e_0042	FUR4 [cell envelope]	http://identifiers.org/sgd/S000000225
e_0042	FUR4 [cell envelope]	http://identifiers.org/uniprot/P05316
e_0043	CHS3 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR023C
e_0043	CHS3 [cytoplasm]	http://identifiers.org/sgd/S000000227
e_0043	CHS3 [cytoplasm]	http://identifiers.org/uniprot/P29465
e_0044	ETR1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBR026C
e_0044	ETR1 [mitochondrion]	http://identifiers.org/sgd/S000000230
e_0044	ETR1 [mitochondrion]	http://identifiers.org/uniprot/P38071
e_0047	HMT1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR034C
e_0047	HMT1 [cytoplasm]	http://identifiers.org/sgd/S000000238
e_0047	HMT1 [cytoplasm]	http://identifiers.org/uniprot/P38074
e_0048	PDX3 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR035C
e_0048	PDX3 [cytoplasm]	http://identifiers.org/sgd/S000000239
e_0048	PDX3 [cytoplasm]	http://identifiers.org/uniprot/P38075
e_0049	CSG2 [Golgi]	http://identifiers.org/kegg.genes/sce:YBR036C
e_0049	CSG2 [Golgi]	http://identifiers.org/sgd/S000000240
e_0049	CSG2 [Golgi]	http://identifiers.org/uniprot/P35206
e_0050	CHS2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR038W
e_0050	CHS2 [cytoplasm]	http://identifiers.org/sgd/S000000242
e_0050	CHS2 [cytoplasm]	http://identifiers.org/uniprot/P14180
e_0051	ATP3 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBR039W
e_0051	ATP3 [mitochondrial membrane]	http://identifiers.org/sgd/S000000243
e_0051	ATP3 [mitochondrial membrane]	http://identifiers.org/uniprot/P38077
e_0054	TSC3 [endoplasmic reticulum]	http://identifiers.org/kegg.genes/sce:YBR058C-A
e_0054	TSC3 [endoplasmic reticulum]	http://identifiers.org/sgd/S000007521
e_0054	TSC3 [endoplasmic reticulum]	http://identifiers.org/uniprot/Q3E790
e_0055	BAP2 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBR068C
e_0055	BAP2 [cell envelope]	http://identifiers.org/sgd/S000000272
e_0055	BAP2 [cell envelope]	http://identifiers.org/uniprot/P38084
e_0056	TAT1 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBR069C
e_0056	TAT1 [cell envelope]	http://identifiers.org/sgd/S000000273
e_0056	TAT1 [cell envelope]	http://identifiers.org/uniprot/P38085
e_0057	MIS1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBR084W
e_0057	MIS1 [mitochondrion]	http://identifiers.org/sgd/S000000288
e_0057	MIS1 [mitochondrion]	http://identifiers.org/uniprot/P09440
e_0058	AAC3 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBR085W
e_0058	AAC3 [mitochondrial membrane]	http://identifiers.org/sgd/S000000289
e_0058	AAC3 [mitochondrial membrane]	http://identifiers.org/uniprot/P18238
e_0059	PHO3 [extracellular]	http://identifiers.org/kegg.genes/sce:YBR092C
e_0059	PHO3 [extracellular]	http://identifiers.org/sgd/S000000296
e_0059	PHO3 [extracellular]	http://identifiers.org/uniprot/P24031
e_0060	PHO5 [extracellular]	http://identifiers.org/kegg.genes/sce:YBR093C
e_0060	PHO5 [extracellular]	http://identifiers.org/sgd/S000000297
e_0060	PHO5 [extracellular]	http://identifiers.org/uniprot/P00635
e_0061	ALG1 [endoplasmic reticulum membrane]	http://identifiers.org/kegg.genes/sce:YBR110W
e_0061	ALG1 [endoplasmic reticulum membrane]	http://identifiers.org/sgd/S000000314
e_0061	ALG1 [endoplasmic reticulum membrane]	http://identifiers.org/uniprot/P16661
e_0062	LYS2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR115C
e_0062	LYS2 [cytoplasm]	http://identifiers.org/sgd/S000000319
e_0062	LYS2 [cytoplasm]	http://identifiers.org/uniprot/P07702
e_0063	TKL2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR117C
e_0063	TKL2 [cytoplasm]	http://identifiers.org/sgd/S000000321
e_0063	TKL2 [cytoplasm]	http://identifiers.org/uniprot/P33315
e_0064	GRS1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR121C
e_0064	GRS1 [cytoplasm]	http://identifiers.org/sgd/S000000325
e_0064	GRS1 [cytoplasm]	http://identifiers.org/uniprot/P38088
e_0065	TPS1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR126C
e_0065	TPS1 [cytoplasm]	http://identifiers.org/sgd/S000000330
e_0065	TPS1 [cytoplasm]	http://identifiers.org/uniprot/Q00764
e_0066	VMA2 [Golgi membrane]	http://identifiers.org/kegg.genes/sce:YBR127C
e_0066	VMA2 [Golgi membrane]	http://identifiers.org/sgd/S000000331
e_0066	VMA2 [Golgi membrane]	http://identifiers.org/uniprot/P16140
e_0067	VMA2 [vacuolar membrane]	http://identifiers.org/kegg.genes/sce:YBR127C
e_0067	VMA2 [vacuolar membrane]	http://identifiers.org/sgd/S000000331
e_0067	VMA2 [vacuolar membrane]	http://identifiers.org/uniprot/P16140
e_0068	AGP2 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBR132C
e_0068	AGP2 [cell envelope]	http://identifiers.org/sgd/S000000336
e_0068	AGP2 [cell envelope]	http://identifiers.org/uniprot/P38090
e_0069	ADH5 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR145W
e_0069	ADH5 [cytoplasm]	http://identifiers.org/sgd/S000000349
e_0069	ADH5 [cytoplasm]	http://identifiers.org/uniprot/P38113
e_0070	ARA1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR149W
e_0070	ARA1 [cytoplasm]	http://identifiers.org/sgd/S000000353
e_0070	ARA1 [cytoplasm]	http://identifiers.org/uniprot/P38115
e_0071	RIB7 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR153W
e_0071	RIB7 [cytoplasm]	http://identifiers.org/sgd/S000000357
e_0071	RIB7 [cytoplasm]	http://identifiers.org/uniprot/P33312
e_0073	CSH1 [Golgi]	http://identifiers.org/kegg.genes/sce:YBR161W
e_0073	CSH1 [Golgi]	http://identifiers.org/sgd/S000000365
e_0073	CSH1 [Golgi]	http://identifiers.org/uniprot/P38287
e_0074	TYR1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR166C
e_0074	TYR1 [cytoplasm]	http://identifiers.org/sgd/S000000370
e_0074	TYR1 [cytoplasm]	http://identifiers.org/uniprot/P20049
e_0075	ECM31 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBR176W
e_0075	ECM31 [mitochondrion]	http://identifiers.org/sgd/S000000380
e_0075	ECM31 [mitochondrion]	http://identifiers.org/uniprot/P38122
e_0076	DTR1 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBR180W
e_0076	DTR1 [cell envelope]	http://identifiers.org/sgd/S000000384
e_0076	DTR1 [cell envelope]	http://identifiers.org/uniprot/P38125
e_0077	YPC1 [endoplasmic reticulum]	http://identifiers.org/kegg.genes/sce:YBR183W
e_0077	YPC1 [endoplasmic reticulum]	http://identifiers.org/sgd/S000000387
e_0077	YPC1 [endoplasmic reticulum]	http://identifiers.org/uniprot/P38298
e_0078	RIM2 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBR192W
e_0078	RIM2 [mitochondrial membrane]	http://identifiers.org/sgd/S000000396
e_0078	RIM2 [mitochondrial membrane]	http://identifiers.org/uniprot/P38127
e_0079	PGI1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR196C
e_0079	PGI1 [cytoplasm]	http://identifiers.org/sgd/S000000400
e_0079	PGI1 [cytoplasm]	http://identifiers.org/uniprot/P12709
e_0080	KTR4 [Golgi]	http://identifiers.org/kegg.genes/sce:YBR199W
e_0080	KTR4 [Golgi]	http://identifiers.org/sgd/S000000403
e_0080	KTR4 [Golgi]	http://identifiers.org/uniprot/P38131
e_0081	KTR3 [Golgi]	http://identifiers.org/kegg.genes/sce:YBR205W
e_0081	KTR3 [Golgi]	http://identifiers.org/sgd/S000000409
e_0081	KTR3 [Golgi]	http://identifiers.org/uniprot/P38130
e_0082	DUR1,2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR208C
e_0082	DUR1,2 [cytoplasm]	http://identifiers.org/sgd/S000000412
e_0082	DUR1,2 [cytoplasm]	http://identifiers.org/uniprot/P32528
e_0083	MET8 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR213W
e_0083	MET8 [cytoplasm]	http://identifiers.org/sgd/S000000417
e_0083	MET8 [cytoplasm]	http://identifiers.org/uniprot/P15807
e_0084	PYC2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR218C
e_0084	PYC2 [cytoplasm]	http://identifiers.org/sgd/S000000422
e_0084	PYC2 [cytoplasm]	http://identifiers.org/uniprot/P32327
e_0085	PDB1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBR221C
e_0085	PDB1 [mitochondrion]	http://identifiers.org/sgd/S000000425
e_0085	PDB1 [mitochondrion]	http://identifiers.org/uniprot/P32473
e_0086	GPX2 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR244W
e_0086	GPX2 [cytoplasm]	http://identifiers.org/sgd/S000000448
e_0086	GPX2 [cytoplasm]	http://identifiers.org/uniprot/P38143
e_0087	HIS7 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR248C
e_0087	HIS7 [cytoplasm]	http://identifiers.org/sgd/S000000452
e_0087	HIS7 [cytoplasm]	http://identifiers.org/uniprot/P33734
e_0088	ARO4 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR249C
e_0088	ARO4 [cytoplasm]	http://identifiers.org/sgd/S000000453
e_0088	ARO4 [cytoplasm]	http://identifiers.org/uniprot/P32449
e_0089	DUT1 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR252W
e_0089	DUT1 [cytoplasm]	http://identifiers.org/sgd/S000000456
e_0089	DUT1 [cytoplasm]	http://identifiers.org/uniprot/P33317
e_0090	RIB5 [cytoplasm]	http://identifiers.org/kegg.genes/sce:YBR256C
e_0090	RIB5 [cytoplasm]	http://identifiers.org/sgd/S000000460
e_0090	RIB5 [cytoplasm]	http://identifiers.org/uniprot/P38145
e_0091	SHM1 [mitochondrion]	http://identifiers.org/kegg.genes/sce:YBR263W
e_0091	SHM1 [mitochondrion]	http://identifiers.org/sgd/S000000467
e_0091	SHM1 [mitochondrion]	http://identifiers.org/uniprot/P37292
e_0092	TSC10 [endoplasmic reticulum]	http://identifiers.org/kegg.genes/sce:YBR265W
e_0092	TSC10 [endoplasmic reticulum]	http://identifiers.org/sgd/S000000469
e_0092	TSC10 [endoplasmic reticulum]	http://identifiers.org/uniprot/P38342
e_0093	CTP1 [mitochondrial membrane]	http://identifiers.org/kegg.genes/sce:YBR291C
e_0093	CTP1 [mitochondrial membrane]	http://identifiers.org/sgd/S000000495
e_0093	CTP1 [mitochondrial membrane]	http://identifiers.org/uniprot/P38152
e_0094	VBA2 [vacuolar membrane]	http://identifiers.org/kegg.genes/sce:YBR293W
e_0094	VBA2 [vacuolar membrane]	http://identifiers.org/sgd/S000000497
e_0094	VBA2 [vacuolar membrane]	http://identifiers.org/uniprot/P38358
e_0095	SUL1 [cell envelope]	http://identifiers.org/kegg.genes/sce:YBR294W
